"Gene","Accession","HGNC"
"Hlx","ENSMUSG00000039377","HLX"
"Marc1","ENSMUSG00000026621","Marc1"
"Marc2","ENSMUSG00000073481","Marc2"
"C130074G19Rik","ENSMUSG00000039349","C1orf115"
"Mark1","ENSMUSG00000026620","MARK1"
"Gm34882","ENSMUSG00000103613","Gm34882"
"Iars2","ENSMUSG00000026618","IARS2"
"4930532G15Rik","ENSMUSG00000097261","4930532G15Rik"
"9630028B13Rik","ENSMUSG00000051295","9630028B13Rik"
"Lyplal1","ENSMUSG00000039246","LYPLAL1"
"Tgfb2","ENSMUSG00000039239","TGFB2"
"Rrp15","ENSMUSG00000001305","RRP15"
"Spata17","ENSMUSG00000026611","SPATA17"
"Gm38155","ENSMUSG00000104245","Gm38155"
"Kctd3","ENSMUSG00000026608","KCTD3"
"Kcnk2","ENSMUSG00000037624","KCNK2"
"Cenpf","ENSMUSG00000026605","CENPF"
"Gm26574","ENSMUSG00000097925","Gm26574"
"Smyd2","ENSMUSG00000026603","SMYD2"
"Prox1","ENSMUSG00000010175","PROX1"
"Rps6kc1","ENSMUSG00000089872","RPS6KC1"
"Vash2","ENSMUSG00000037568","VASH2"
"Flvcr1","ENSMUSG00000066595","FLVCR1"
"Tatdn3","ENSMUSG00000026632","TATDN3"
"Gm38188","ENSMUSG00000103576","Gm38188"
"Fam71a","ENSMUSG00000091017","FAM71A"
"Atf3","ENSMUSG00000026628","ATF3"
"Nenf","ENSMUSG00000037499","NENF"
"Ppp2r5a","ENSMUSG00000026626","PPP2R5A"
"Gm32200","ENSMUSG00000103114","Gm32200"
"Dtl","ENSMUSG00000037474","DTL"
"Gm38037","ENSMUSG00000102840","Gm38037"
"1700034H15Rik","ENSMUSG00000055833","1700034H15Rik"
"Gm26670","ENSMUSG00000097416","Gm26670"
"Traf5","ENSMUSG00000026637","TRAF5"
"Rcor3","ENSMUSG00000037395","RCOR3"
"Hhat","ENSMUSG00000037375","HHAT"
"Sertad4","ENSMUSG00000016262","SERTAD4"
"Syt14","ENSMUSG00000016200","SYT14"
"Utp25","ENSMUSG00000016181","UTP25"
"Traf3ip3","ENSMUSG00000037318","TRAF3IP3"
"Hsd11b1","ENSMUSG00000016194","HSD11B1"
"G0s2","ENSMUSG00000009633","G0S2"
"Camk1g","ENSMUSG00000016179","CAMK1G"
"Gm16897","ENSMUSG00000097325","Gm16897"
"Gm32250","ENSMUSG00000104206","Gm32250"
"Gm37027","ENSMUSG00000104077","Gm37027"
"Cd46","ENSMUSG00000016493","CD46"
"Cr1l","ENSMUSG00000016481","CR1"
"Lypla1","ENSMUSG00000025903","LYPLA1"
"Tcea1","ENSMUSG00000033813","TCEA1"
"Atp6v1h","ENSMUSG00000033793","ATP6V1H"
"Rb1cc1","ENSMUSG00000025907","RB1CC1"
"Alkal1","ENSMUSG00000087247","ALKAL1"
"St18","ENSMUSG00000033740","ST18"
"Pcmtd1","ENSMUSG00000051285","PCMTD1"
"Rrs1","ENSMUSG00000061024","RRS1"
"Adhfe1","ENSMUSG00000025911","ADHFE1"
"Vxn","ENSMUSG00000067879","VXN"
"1700034P13Rik","ENSMUSG00000097893","1700034P13Rik"
"Sgk3","ENSMUSG00000025915","C8orf44-SGK3"
"Mcmdc2","ENSMUSG00000046101","MCMDC2"
"Cspp1","ENSMUSG00000056763","CSPP1"
"Prex2","ENSMUSG00000048960","PREX2"
"A830018L16Rik","ENSMUSG00000057715","C8orf34"
"Sulf1","ENSMUSG00000016918","SULF1"
"Xkr9","ENSMUSG00000067813","XKR9"
"Gm9947","ENSMUSG00000054493","Gm9947"
"Kcnb2","ENSMUSG00000092083","Kcnb2"
"Terf1","ENSMUSG00000025925","TERF1"
"Rdh10","ENSMUSG00000025921","RDH10"
"D030040B21Rik","ENSMUSG00000097744","D030040B21Rik"
"Tmem70","ENSMUSG00000025940","TMEM70"
"Ly96","ENSMUSG00000025779","LY96"
"Gdap1","ENSMUSG00000025777","GDAP1"
"Pi15","ENSMUSG00000067780","PI15"
"Paqr8","ENSMUSG00000025931","PAQR8"
"Efhc1","ENSMUSG00000041809","EFHC1"
"Tmem14a","ENSMUSG00000025933","TMEM14A"
"Gsta3","ENSMUSG00000025934","GSTA5"
"Gm27028","ENSMUSG00000097970","Gm27028"
"Gm29107","ENSMUSG00000100775","Gm29107"
"B3gat2","ENSMUSG00000026156","B3GAT2"
"Col9a1","ENSMUSG00000026147","COL9A1"
"Lmbrd1","ENSMUSG00000073725","LMBRD1"
"Gm29128","ENSMUSG00000100910","Gm29128"
"Khdrbs2","ENSMUSG00000026058","KHDRBS2"
"Rab23","ENSMUSG00000004768","RAB23"
"Dst","ENSMUSG00000026131","DST"
"Imp4","ENSMUSG00000026127","IMP4"
"Ptpn18","ENSMUSG00000026126","PTPN18"
"Cfc1","ENSMUSG00000026124","CFC1B"
"Amer3","ENSMUSG00000045174","AMER3"
"Arhgef4","ENSMUSG00000037509","Arhgef4"
"Plekhb2","ENSMUSG00000026123","PLEKHB2"
"1110002O04Rik","ENSMUSG00000102531","1110002O04Rik"
"Hs6st1","ENSMUSG00000045216","HS6ST1"
"Gm33280","ENSMUSG00000102202","Gm33280"
"Arid5a","ENSMUSG00000037447","ARID5A"
"4930403P22Rik","ENSMUSG00000102762","4930403P22Rik"
"Fer1l5","ENSMUSG00000037432","FER1L5"
"Cnnm4","ENSMUSG00000037408","CNNM4"
"Cnnm3","ENSMUSG00000001138","CNNM3"
"D430040D24Rik","ENSMUSG00000087589","D430040D24Rik"
"Cox5b","ENSMUSG00000061518","COX5B"
"4933424G06Rik","ENSMUSG00000102416","C2orf92"
"Zap70","ENSMUSG00000026117","ZAP70"
"Vwa3b","ENSMUSG00000050122","VWA3B"
"Cnga3","ENSMUSG00000026114","CNGA3"
"Inpp4a","ENSMUSG00000026113","INPP4A"
"Unc50","ENSMUSG00000026111","UNC50"
"Gm26805","ENSMUSG00000097268","Gm26805"
"Lipt1","ENSMUSG00000037216","LIPT1"
"Mrpl30","ENSMUSG00000026087","MRPL30"
"Eif5b","ENSMUSG00000026083","EIF5B"
"Gm16150","ENSMUSG00000085391","Gm16150"
"Gm16151","ENSMUSG00000085280","Gm16151"
"Gm16152","ENSMUSG00000087131","Gm16152"
"Pdcl3","ENSMUSG00000026078","PDCL3"
"Npas2","ENSMUSG00000026077","NPAS2"
"Rpl31","ENSMUSG00000073702","RPL31"
"Cnot11","ENSMUSG00000003135","CNOT11"
"Map4k4","ENSMUSG00000026074","MAP4K4"
"Il1r2","ENSMUSG00000026073","IL1R2"
"Il1r1","ENSMUSG00000026072","IL1R1"
"Il1rl2","ENSMUSG00000070942","IL1RL2"
"Il18r1","ENSMUSG00000026070","IL18R1"
"Il18rap","ENSMUSG00000026068","IL18RAP"
"Slc9a4","ENSMUSG00000026065","SLC9A4"
"Slc9a2","ENSMUSG00000026062","SLC9A2"
"Tmem182","ENSMUSG00000079588","TMEM182"
"Mrps9","ENSMUSG00000060679","MRPS9"
"Gm28782","ENSMUSG00000100269","Gm28782"
"8430432A02Rik","ENSMUSG00000041878","8430432A02Rik"
"AI597479","ENSMUSG00000010290","C2orf49"
"Nck2","ENSMUSG00000066877","NCK2"
"Ecrg4","ENSMUSG00000026051","ECRG4"
"Tpp2","ENSMUSG00000041763","TPP2"
"Bivm","ENSMUSG00000041684","Bivm"
"Ercc5","ENSMUSG00000026048","BIVM-ERCC5"
"Gulp1","ENSMUSG00000056870","GULP1"
"Col3a1","ENSMUSG00000026043","COL3A1"
"Wdr75","ENSMUSG00000025995","WDR75"
"Dnah7b","ENSMUSG00000041144","DNAH7"
"Tmeff2","ENSMUSG00000026109","TMEFF2"
"Cavin2","ENSMUSG00000045954","CAVIN2"
"Stat4","ENSMUSG00000062939","STAT4"
"Stat1","ENSMUSG00000026104","STAT1"
"Nemp2","ENSMUSG00000043015","NEMP2"
"Hibch","ENSMUSG00000041426","HIBCH"
"Gm28777","ENSMUSG00000100763","Gm28777"
"Ormdl1","ENSMUSG00000026097","ORMDL1"
"Osgepl1","ENSMUSG00000026096","OSGEPL1"
"Ccdc150","ENSMUSG00000025983","CCDC150"
"Coq10b","ENSMUSG00000025981","COQ10B"
"Hspe1","ENSMUSG00000073676","HSPE1"
"Mob4","ENSMUSG00000025979","HSPE1-MOB4"
"Gm10561","ENSMUSG00000097649","Gm10561"
"Mars2","ENSMUSG00000046994","MARS2"
"Plcl1","ENSMUSG00000038349","PLCL1"
"9130024F11Rik","ENSMUSG00000087022","9130024F11Rik"
"1700066M21Rik","ENSMUSG00000038323","C2orf69"
"Maip1","ENSMUSG00000025971","MAIP1"
"Spats2l","ENSMUSG00000038305","SPATS2L"
"Sgo2a","ENSMUSG00000026039","SGO2"
"Aox1","ENSMUSG00000063558","AOX1"
"Aox3","ENSMUSG00000064294","Aox3"
"Aox4","ENSMUSG00000038242","Aox4"
"Aox2","ENSMUSG00000079554","Aox2"
"Bzw1","ENSMUSG00000051223","BZW1"
"Nif3l1","ENSMUSG00000026036","NIF3L1"
"Gm15834","ENSMUSG00000085054","Gm15834"
"Ndufb3","ENSMUSG00000026032","NDUFB3"
"Cflar","ENSMUSG00000026031","CFLAR"
"Casp8","ENSMUSG00000026029","CASP8"
"Stradb","ENSMUSG00000026027","STRADB"
"G730003C15Rik","ENSMUSG00000097573","G730003C15Rik"
"Gm29017","ENSMUSG00000101586","Gm29017"
"Cdk15","ENSMUSG00000026023","CDK15"
"Fzd7","ENSMUSG00000041075","FZD7"
"Gm973","ENSMUSG00000047361","KIAA2012"
"Nop58","ENSMUSG00000026020","NOP58"
"Bmpr2","ENSMUSG00000067336","BMPR2"
"Fam117b","ENSMUSG00000041040","FAM117B"
"Carf","ENSMUSG00000026017","CARF"
"Nbeal1","ENSMUSG00000073664","NBEAL1"
"Cyp20a1","ENSMUSG00000049439","CYP20A1"
"Abi2","ENSMUSG00000026782","ABI2"
"Cd28","ENSMUSG00000026012","CD28"
"Icos","ENSMUSG00000026009","ICOS"
"Pard3b","ENSMUSG00000052062","PARD3B"
"Nrp2","ENSMUSG00000025969","NRP2"
"Ino80dos","ENSMUSG00000084799","Ino80dos"
"Eef1b2","ENSMUSG00000025967","EEF1B2"
"Zdbf2","ENSMUSG00000027520","ZDBF2"
"Adam23","ENSMUSG00000025964","ADAM23"
"Fastkd2","ENSMUSG00000025962","FASTKD2"
"Creb1","ENSMUSG00000025958","CREB1"
"Gm28982","ENSMUSG00000101832","Gm28982"
"Ccnyl1","ENSMUSG00000070871","CCNYL1"
"Pikfyve","ENSMUSG00000025949","PIKFYVE"
"Pth2r","ENSMUSG00000025946","PTH2R"
"Map2","ENSMUSG00000015222","MAP2"
"Unc80","ENSMUSG00000055567","UNC80"
"Rpe","ENSMUSG00000026005","RPEL1"
"Cps1","ENSMUSG00000025991","CPS1"
"Atic","ENSMUSG00000026192","ATIC"
"Apol7d","ENSMUSG00000073652","Apol7d"
"Tmem169","ENSMUSG00000026188","TMEM169"
"Xrcc5","ENSMUSG00000026187","XRCC5"
"Smarcal1","ENSMUSG00000039354","SMARCAL1"
"Rpl37a","ENSMUSG00000046330","RPL37A"
"Igfbp2","ENSMUSG00000039323","IGFBP2"
"1700027A15Rik","ENSMUSG00000101968","1700027A15Rik"
"Rufy4","ENSMUSG00000061815","RUFY4"
"Cxcr2","ENSMUSG00000026180","CXCR2"
"Arpc2","ENSMUSG00000006304","ARPC2"
"Gpbar1","ENSMUSG00000064272","GPBAR1"
"Pnkd","ENSMUSG00000026179","PNKD"
"Catip","ENSMUSG00000073650","CATIP"
"Slc11a1","ENSMUSG00000026177","SLC11A1"
"Ctdsp1","ENSMUSG00000026176","CTDSP1"
"Vil1","ENSMUSG00000026175","VIL1"
"Cnot9","ENSMUSG00000026174","CNOT9"
"Plcd4","ENSMUSG00000026173","PLCD4"
"Bcs1l","ENSMUSG00000026172","BCS1L"
"Stk36","ENSMUSG00000033276","STK36"
"Ttll4","ENSMUSG00000033257","TTLL4"
"Cyp27a1","ENSMUSG00000026170","CYP27A1"
"Wnt6","ENSMUSG00000033227","WNT6"
"Wnt10a","ENSMUSG00000026167","WNT10A"
"Retreg2","ENSMUSG00000049339","RETREG2"
"Zfand2b","ENSMUSG00000026197","ZFAND2B"
"Ankzf1","ENSMUSG00000026199","ANKZF1"
"Stk16","ENSMUSG00000026201","STK16"
"Dnajb2","ENSMUSG00000026203","DNAJB2"
"Des","ENSMUSG00000026208","DES"
"Speg","ENSMUSG00000026207","SPEG"
"Gmppa","ENSMUSG00000033021","GMPPA"
"Tmem198","ENSMUSG00000051703","TMEM198"
"Inha","ENSMUSG00000032968","INHA"
"Stk11ip","ENSMUSG00000026213","STK11IP"
"Slc4a3","ENSMUSG00000006576","SLC4A3"
"Gm28386","ENSMUSG00000101849","Gm28386"
"Sgpp2","ENSMUSG00000032908","SGPP2"
"Mogat1","ENSMUSG00000012187","MOGAT1"
"Acsl3","ENSMUSG00000032883","ACSL3"
"Utp14b","ENSMUSG00000079470","UTP14A"
"Kcne4","ENSMUSG00000047330","KCNE4"
"Mrpl44","ENSMUSG00000026248","MRPL44"
"1700016L21Rik","ENSMUSG00000101483","1700016L21Rik"
"Nyap2","ENSMUSG00000054976","NYAP2"
"Gm9747","ENSMUSG00000022591","Gm9747"
"Rhbdd1","ENSMUSG00000026142","RHBDD1"
"Col4a3","ENSMUSG00000079465","COL4A3"
"Mff","ENSMUSG00000026150","MFF"
"Agfg1","ENSMUSG00000026159","AGFG1"
"A030005L19Rik","ENSMUSG00000113880","A030005L19Rik"
"A030014E15Rik","ENSMUSG00000113973","A030014E15Rik"
"Krtap28-13","ENSMUSG00000101315","Krtap28-13"
"Ccl20","ENSMUSG00000026166","CCL20"
"Fbxo36","ENSMUSG00000073633","FBXO36"
"Sp140","ENSMUSG00000070031","Sp140"
"Sp100","ENSMUSG00000026222","SP140"
"Cab39","ENSMUSG00000036707","CAB39"
"Itm2c","ENSMUSG00000026223","ITM2C"
"2810459M11Rik","ENSMUSG00000026227","C2orf72"
"Psmd1","ENSMUSG00000026229","PSMD1"
"Armc9","ENSMUSG00000062590","ARMC9"
"B3gnt7","ENSMUSG00000079445","B3GNT7"
"C130036L24Rik","ENSMUSG00000073627","C130036L24Rik"
"Ptma","ENSMUSG00000026238","Ptma"
"Cops7b","ENSMUSG00000026240","COPS7B"
"Dis3l2","ENSMUSG00000053333","DIS3L2"
"Prss56","ENSMUSG00000036480","PRSS56"
"Chrnd","ENSMUSG00000026251","CHRND"
"Chrng","ENSMUSG00000026253","CHRNG"
"Eif4e2","ENSMUSG00000026254","EIF4E2"
"Efhd1","ENSMUSG00000026255","EFHD1"
"Gigyf2","ENSMUSG00000048000","GIGYF2"
"Snorc","ENSMUSG00000026258","SNORC"
"Inpp5d","ENSMUSG00000026288","INPP5D"
"Atg16l1","ENSMUSG00000026289","ATG16L1"
"Sag","ENSMUSG00000056055","SAG"
"Dgkd","ENSMUSG00000070738","DGKD"
"Ugt1a7c","ENSMUSG00000090124","Ugt1a7c"
"Ugt1a6b","ENSMUSG00000090145","UGT1A6"
"Mroh2a","ENSMUSG00000079429","MROH2A"
"Gm19589","ENSMUSG00000100798","Gm19589"
"Platr5","ENSMUSG00000097398","Platr5"
"Sh3bp4","ENSMUSG00000036206","SH3BP4"
"Agap1","ENSMUSG00000055013","AGAP1"
"D130058E05Rik","ENSMUSG00000092627","D130058E05Rik"
"Ackr3","ENSMUSG00000044337","ACKR3"
"Gm28723","ENSMUSG00000101028","Gm28723"
"Cops8","ENSMUSG00000034432","COPS8"
"Mlph","ENSMUSG00000026303","MLPH"
"Prlh","ENSMUSG00000090550","PRLH"
"Lrrfip1","ENSMUSG00000026305","LRRFIP1"
"Ramp1","ENSMUSG00000034353","RAMP1"
"Ube2f","ENSMUSG00000034343","UBE2F-SCLY"
"Scly","ENSMUSG00000026307","SCLY"
"Espnl","ENSMUSG00000049515","ESPNL"
"Klhl30","ENSMUSG00000026308","KLHL30"
"Erfe","ENSMUSG00000047443","ERFE"
"Traf3ip1","ENSMUSG00000034292","TRAF3IP1"
"Asb1","ENSMUSG00000026311","ASB1"
"Twist2","ENSMUSG00000007805","TWIST2"
"Gpc1","ENSMUSG00000034220","GPC1"
"Dusp28","ENSMUSG00000047067","DUSP28"
"Rnpepl1","ENSMUSG00000026269","RNPEPL1"
"Capn10","ENSMUSG00000026270","CAPN10"
"Gpr35","ENSMUSG00000026271","GPR35"
"Agxt","ENSMUSG00000026272","AGXT"
"Crocc2","ENSMUSG00000084989","CROCC2"
"Sned1","ENSMUSG00000047793","SNED1"
"Gm28535","ENSMUSG00000101172","Gm28535"
"Ppp1r7","ENSMUSG00000026275","Ppp1r7"
"Sept2","ENSMUSG00000026276","Sept2"
"Sept2-1","ENSMUSG00000116048","Sept2-1"
"Farp2","ENSMUSG00000034066","FARP2"
"Gm28536","ENSMUSG00000100927","Gm28536"
"Bok","ENSMUSG00000026278","BOK"
"Gm10550","ENSMUSG00000101952","Gm10550"
"Atg4b","ENSMUSG00000026280","ATG4B"
"Ing5","ENSMUSG00000026283","ING5"
"D2hgdh","ENSMUSG00000073609","D2HGDH"
"Gal3st2b","ENSMUSG00000093805","Gal3st2b"
"Gal3st2c","ENSMUSG00000073608","GAL3ST2"
"Fam174a","ENSMUSG00000051185","FAM174A"
"Gin1","ENSMUSG00000026333","GIN1"
"Gm7967","ENSMUSG00000100009","Gm7967"
"Cntnap5b","ENSMUSG00000067028","Cntnap5b"
"Cdh20","ENSMUSG00000050840","CDH20"
"Gm17634","ENSMUSG00000097482","Gm17634"
"Relch","ENSMUSG00000026319","RELCH"
"Tnfrsf11a","ENSMUSG00000026321","TNFRSF11A"
"Zcchc2","ENSMUSG00000038866","ZCCHC2"
"Phlpp1","ENSMUSG00000044340","PHLPP1"
"Serpinb5","ENSMUSG00000067006","SERPINB5"
"Serpinb12","ENSMUSG00000059956","SERPINB12"
"Serpinb2","ENSMUSG00000062345","SERPINB2"
"Serpinb8","ENSMUSG00000026315","SERPINB8"
"Cntnap5a","ENSMUSG00000070695","Cntnap5a"
"Nifk","ENSMUSG00000026377","NIFK"
"Clasp1","ENSMUSG00000064302","CLASP1"
"Tfcp2l1","ENSMUSG00000026380","TFCP2L1"
"Gm26831","ENSMUSG00000097408","Gm26831"
"Tmem185b","ENSMUSG00000098923","TMEM185B"
"3110009E18Rik","ENSMUSG00000026388","3110009E18Rik"
"En1","ENSMUSG00000058665","EN1"
"2610027F03Rik","ENSMUSG00000099957","2610027F03Rik"
"Ccdc93","ENSMUSG00000026339","CCDC93"
"Slc35f5","ENSMUSG00000026342","SLC35F5"
"Gpr39","ENSMUSG00000026343","GPR39"
"Mgat5","ENSMUSG00000036155","MGAT5"
"Acmsd","ENSMUSG00000026348","ACMSD"
"Ccnt2","ENSMUSG00000026349","CCNT2"
"Rab3gap1","ENSMUSG00000036104","RAB3GAP1"
"Gm28800","ENSMUSG00000099760","Gm28800"
"R3hdm1","ENSMUSG00000056211","R3HDM1"
"Ubxn4","ENSMUSG00000026353","UBXN4"
"Thsd7b","ENSMUSG00000042581","THSD7B"
"Gm16083","ENSMUSG00000085526","Gm16083"
"Yod1","ENSMUSG00000046404","YOD1"
"AA986860","ENSMUSG00000042510","C1orf116"
"Fcmr","ENSMUSG00000042474","FCMR"
"Eif2d","ENSMUSG00000026427","EIF2D"
"Fam72a","ENSMUSG00000055184","FAM72C"
"Ctse","ENSMUSG00000004552","CTSE"
"Rab7b","ENSMUSG00000052688","RAB7B"
"Slc26a9","ENSMUSG00000042268","SLC26A9"
"Slc41a1","ENSMUSG00000013275","SLC41A1"
"Rab29","ENSMUSG00000026433","RAB29"
"Nucks1","ENSMUSG00000026434","NUCKS1"
"Slc45a3","ENSMUSG00000026435","SLC45A3"
"Elk4","ENSMUSG00000026436","ELK4"
"Gm29629","ENSMUSG00000099874","Gm29629"
"Lemd1","ENSMUSG00000079330","LEMD1"
"Klhdc8a","ENSMUSG00000042115","KLHDC8A"
"Nuak2","ENSMUSG00000009772","NUAK2"
"Dstyk","ENSMUSG00000042046","DSTYK"
"Rbbp5","ENSMUSG00000026439","RBBP5"
"Tmem81","ENSMUSG00000048174","TMEM81"
"Lrrn2","ENSMUSG00000026443","LRRN2"
"Pik3c2b","ENSMUSG00000026447","PIK3C2B"
"Ppp1r15b","ENSMUSG00000046062","PPP1R15B"
"Plekha6","ENSMUSG00000041757","PLEKHA6"
"Etnk2","ENSMUSG00000070644","ETNK2"
"Gm1627","ENSMUSG00000100987","Gm1627"
"Fmod","ENSMUSG00000041559","FMOD"
"Chit1","ENSMUSG00000026450","CHIT1"
"Chil1","ENSMUSG00000064246","CHI3L1"
"Myog","ENSMUSG00000026459","MYOG"
"Cyb5r1","ENSMUSG00000026456","CYB5R1"
"Adipor1","ENSMUSG00000026457","ADIPOR1"
"Platr1","ENSMUSG00000101061","Platr1"
"Klhl12","ENSMUSG00000026455","KLHL12"
"Rabif","ENSMUSG00000042229","RABIF"
"Kdm5b","ENSMUSG00000042207","KDM5B"
"Syt2","ENSMUSG00000026452","SYT2"
"Ube2t","ENSMUSG00000026429","UBE2T"
"Ptpn7","ENSMUSG00000031506","PTPN7"
"Arl8a","ENSMUSG00000026426","ARL8A"
"Gm26642","ENSMUSG00000097680","Gm26642"
"Lmod1","ENSMUSG00000048096","LMOD1"
"Gm4793","ENSMUSG00000054412","Gm4793"
"Csrp1","ENSMUSG00000026421","CSRP1"
"Phlda3","ENSMUSG00000041801","PHLDA3"
"Tnni1","ENSMUSG00000026418","TNNI1"
"Lad1","ENSMUSG00000041782","LAD1"
"Tnnt2","ENSMUSG00000026414","TNNT2"
"Tmem9","ENSMUSG00000026411","TMEM9"
"Kif21b","ENSMUSG00000041642","KIF21B"
"Gm26781","ENSMUSG00000097433","Gm26781"
"Ddx59","ENSMUSG00000026404","DDX59"
"Kif14","ENSMUSG00000041498","KIF14"
"Zfp281","ENSMUSG00000041483","ZNF281"
"Gm19705","ENSMUSG00000097113","Gm19705"
"Platr22","ENSMUSG00000097448","Platr22"
"Gm4258","ENSMUSG00000098243","Gm4258"
"Dennd1b","ENSMUSG00000056268","DENND1B"
"Zbtb41","ENSMUSG00000033964","ZBTB41"
"Aspm","ENSMUSG00000033952","ASPM"
"Kcnt2","ENSMUSG00000052726","KCNT2"
"B3galt2","ENSMUSG00000033849","B3GALT2"
"Glrx2","ENSMUSG00000018196","Glrx2"
"Uchl5","ENSMUSG00000018189","UCHL5"
"Ptgs2","ENSMUSG00000032487","PTGS2"
"Pdc","ENSMUSG00000006007","PDC"
"Tpr","ENSMUSG00000006005","TPR"
"Ivns1abp","ENSMUSG00000023150","IVNS1ABP"
"Trmt1l","ENSMUSG00000053286","TRMT1L"
"Fam129a","ENSMUSG00000026483","Fam129a"
"Edem3","ENSMUSG00000043019","EDEM3"
"Colgalt2","ENSMUSG00000032649","COLGALT2"
"Arpc5","ENSMUSG00000008475","ARPC5"
"Ncf2","ENSMUSG00000026480","NCF2"
"Nmnat2","ENSMUSG00000042751","NMNAT2"
"Shcbp1l","ENSMUSG00000042708","SHCBP1L"
"Rgs8","ENSMUSG00000042671","RGS8"
"Rgs16","ENSMUSG00000026475","RGS16"
"Rnasel","ENSMUSG00000066800","RNASEL"
"Glul","ENSMUSG00000026473","GLUL"
"Stx6","ENSMUSG00000026470","STX6"
"Acbd6","ENSMUSG00000033701","ACBD6"
"Tor1aip2","ENSMUSG00000050565","TOR1AIP2"
"Gm2000","ENSMUSG00000078193","RPL35"
"Abl2","ENSMUSG00000026596","ABL2"
"Angptl1","ENSMUSG00000033544","ANGPTL1"
"4930439D14Rik","ENSMUSG00000101905","4930439D14Rik"
"Cryzl2","ENSMUSG00000033488","Cryzl2"
"Sec16b","ENSMUSG00000026589","SEC16B"
"Astn1","ENSMUSG00000026587","ASTN1"
"Cop1","ENSMUSG00000040782","COP1"
"Tnr","ENSMUSG00000015829","TNR"
"4930523C07Rik","ENSMUSG00000090394","KIAA0040"
"Mrps14","ENSMUSG00000058267","MRPS14"
"Gm37083","ENSMUSG00000102852","Gm37083"
"Rc3h1","ENSMUSG00000040423","RC3H1"
"Serpinc1","ENSMUSG00000026715","SERPINC1"
"Gm37362","ENSMUSG00000104016","Gm37362"
"Gas5","ENSMUSG00000053332","Gas5"
"Gm37634","ENSMUSG00000102864","Gm37634"
"Cenpl","ENSMUSG00000026708","CENPL"
"Ankrd45","ENSMUSG00000044835","ANKRD45"
"Tnfsf4","ENSMUSG00000026700","TNFSF4"
"Gm38304","ENSMUSG00000103393","Gm38304"
"Dnm3os","ENSMUSG00000078190","Dnm3os"
"Vamp4","ENSMUSG00000026696","VAMP4"
"Myoc","ENSMUSG00000026697","MYOC"
"Kifap3","ENSMUSG00000026585","KIFAP3"
"Scyl3","ENSMUSG00000026584","SCYL3"
"Mettl18","ENSMUSG00000041396","METTL18"
"Sele","ENSMUSG00000026582","SELE"
"Sell","ENSMUSG00000026581","SELL"
"Selp","ENSMUSG00000026580","SELP"
"F5","ENSMUSG00000026579","F5"
"Slc19a2","ENSMUSG00000040918","SLC19A2"
"Ccdc181","ENSMUSG00000026578","CCDC181"
"Nme7","ENSMUSG00000026575","NME7"
"Gm32391","ENSMUSG00000104011","Gm32391"
"Gm26685","ENSMUSG00000097281","Gm26685"
"Gm37754","ENSMUSG00000103383","Gm37754"
"Dpt","ENSMUSG00000026574","DPT"
"Gpr161","ENSMUSG00000040836","GPR161"
"Mpc2","ENSMUSG00000026568","MPC2"
"Creg1","ENSMUSG00000040713","CREG1"
"Gm16565","ENSMUSG00000089829","Gm16565"
"Gm26665","ENSMUSG00000097196","Gm26665"
"Gpa33","ENSMUSG00000000544","GPA33"
"Ildr2","ENSMUSG00000040612","ILDR2"
"Tada1","ENSMUSG00000026563","TADA1"
"Fam78b","ENSMUSG00000060568","FAM78B"
"Gm37982","ENSMUSG00000103139","Gm37982"
"Gm2453","ENSMUSG00000102909","Gm2453"
"Tmco1","ENSMUSG00000052428","TMCO1"
"Aldh9a1","ENSMUSG00000026687","ALDH9A1"
"Gm20711","ENSMUSG00000093538","Gm20711"
"Rgs5","ENSMUSG00000026678","RGS5"
"Ccdc190","ENSMUSG00000070532","CCDC190"
"3110045C21Rik","ENSMUSG00000097503","3110045C21Rik"
"Gm37748","ENSMUSG00000104266","Gm37748"
"4930500M09Rik","ENSMUSG00000044306","4930500M09Rik"
"Sh2d1b1","ENSMUSG00000102418","SH2D1B"
"Olfml2b","ENSMUSG00000038463","OLFML2B"
"Gm9929","ENSMUSG00000053925","Gm9929"
"Gm26620","ENSMUSG00000096968","Gm26620"
"Fcgr4","ENSMUSG00000059089","FCGR3B"
"Cfap126","ENSMUSG00000026649","CFAP126"
"Mpz","ENSMUSG00000056569","MPZ"
"Nr1i3","ENSMUSG00000005677","NR1I3"
"Apoa2","ENSMUSG00000005681","APOA2"
"Adamts4","ENSMUSG00000006403","ADAMTS4"
"B4galt3","ENSMUSG00000052423","B4GALT3"
"Dedd","ENSMUSG00000013973","DEDD"
"Pfdn2","ENSMUSG00000006412","PFDN2"
"Nectin4","ENSMUSG00000006411","NECTIN4"
"Arhgap30","ENSMUSG00000048865","ARHGAP30"
"Usf1","ENSMUSG00000026641","USF1"
"Tstd1","ENSMUSG00000103711","TSTD1"
"F11r","ENSMUSG00000038235","F11R"
"Alyref2","ENSMUSG00000060244","ALYREF"
"Cd48","ENSMUSG00000015355","CD48"
"Cd84","ENSMUSG00000038147","CD84"
"Slamf6","ENSMUSG00000015314","SLAMF6"
"Copa","ENSMUSG00000026553","COPA"
"Pex19","ENSMUSG00000003464","PEX19"
"Dcaf8","ENSMUSG00000026554","DCAF8"
"Gm17224","ENSMUSG00000092085","Gm17224"
"Igsf8","ENSMUSG00000038034","IGSF8"
